'ACHInterMediate', 'UniqueID', None, 'NO', 'decimal', None, 19
'Auth_MDS1', 'KeyCycleNumber', None, 'YES', 'char', 2, None
'Auth_MDS1', 'AccountCategory', None, 'YES', 'varchar', 1, None
'Auth_MDS1', 'MerchantCertificateSerialNum', None, 'YES', 'varchar', 16, None
'Auth_MDS1', 'CHCertificateSerialNum', None, 'YES', 'varchar', 16, None
'Auth_MDS1', 'NationalId', None, 'YES', 'varchar', 11, None
'Auth_MDS1', 'UniversalCHAuthField', None, 'YES', 'varchar', 1, None
'Auth_MDS1', 'SwitchSerialNum', None, 'YES', 'varchar', 9, None
'Auth_MDS1', 'PartialApprTerminalSprtInd', None, 'YES', 'varchar', 1, None
'Auth_MDS1', 'PurchaseAmtOnlyTerminalSprtInd', None, 'YES', 'varchar', 1, None
'Auth_MDS1', 'ImpliedDecimal', None, 'YES', 'varchar', 1, None
'Auth_MDS1', 'OnBehalfServices', None, 'YES', 'varchar', 2, None
'Auth_MDS1', 'IssuerChipAuthentication', None, 'YES', 'varchar', 16, None
'Auth_MDS1', 'ProcessIndicator', None, 'YES', 'varchar', 2, None
'Auth_MDS1', 'ProcessInformation', None, 'YES', 'varchar', 1, None
'Auth_MDS1', 'MCElectronicAcceptanceInd', None, 'YES', 'varchar', 1, None
'Auth_MDS1', 'CVRTVRBitErrorResults', None, 'YES', 'varchar', 50, None
'Auth_MDS1', 'CVC1CVC2', None, 'YES', 'char', 1, None
'Auth_MDS1', 'CVC1StatusChange', None, 'YES', 'char', 1, None
'Auth_MDS1', 'CVC1TrackEditErrors', None, 'YES', 'char', 1, None
'Auth_MDS1', 'TravelIndPremService', None, 'YES', 'char', 1, None
'Auth_MDS1', 'TicketNumber', None, 'YES', 'varchar', 15, None
'Auth_MDS1', 'PromotionCode', None, 'YES', 'char', 6, None
'Auth_MDS1', 'FleetCardIdDriverNo', None, 'YES', 'char', 6, None
'Auth_MDS1', 'ReservedISOUse56', None, 'YES', 'varchar', 999, None
'Auth_MDS1', 'AdviceDetail', None, 'YES', 'char', 4, None
'Auth_MDS1', 'POSCatLevelIndicator', None, 'YES', 'char', 1, None
'Auth_MDS1', 'IntermNetwrkFacilityData', None, 'YES', 'varchar', 999, None
'Auth_MDS1', 'InterchangeRateIndicator', None, 'YES', 'varchar', 2, None
'Auth_MDS1', 'NetworkReferenceNumber', None, 'YES', 'varchar', 9, None
'Auth_MDS1', 'AcquirerID', None, 'YES', 'varchar', 6, None
'Auth_MDS1', 'GCMSProcessingDataandCycleNumber', None, 'YES', 'varchar', 5, None
'Auth_MDS1', 'ExtendedPaymentCode', None, 'YES', 'char', 2, None
'Auth_MDS1', 'MessageNumber', None, 'YES', 'char', 8, None
'Auth_MDS1', 'MessageNumberLast', None, 'YES', 'char', 4, None
'Auth_MDS1', 'TransfersNumber', None, 'YES', 'char', 10, None
'Auth_MDS1', 'TransfersReversalNumber', None, 'YES', 'char', 10, None
'Auth_MDS1', 'InquiriesNumber', None, 'YES', 'char', 10, None
'Auth_MDS1', 'AuthorisationsNumber', None, 'YES', 'char', 10, None
'Auth_MDS1', 'CreditsProcessingFeeAmt', None, 'YES', 'money', None, 19
'Auth_MDS1', 'CreditsTransactionFeeAmt', None, 'YES', 'money', None, 19
'Auth_MDS1', 'DebitsProcessingFeeAmt', None, 'YES', 'money', None, 19
'Auth_MDS1', 'DebitsTransactionFeeAmt', None, 'YES', 'money', None, 19
'Auth_MDS1', 'CreditDebitIndicator', None, 'YES', 'char', 1, None
'Auth_MDS1', 'AcqIssIndicator', None, 'YES', 'char', 1, None
'Auth_MDS1', 'AddrDataIndicator', None, 'YES', 'char', 1, None
'Auth_MDS1', 'ServiceIndicatorFillerWH', None, 'YES', 'char', 4, None
'Auth_MDS1', 'Payee', None, 'YES', 'varchar', 25, None
'Auth_MDS1', 'AdditionalData2', None, 'YES', 'varchar', 100, None
'Auth_MDS1', 'AmountCurrConvAssessment', None, 'YES', 'money', None, 19
'Auth_MDS1', 'SubAvsServiceIndicator1', None, 'YES', 'varchar', 29, None
'Auth_MDS1', 'SubAvsServiceIndicator2', None, 'YES', 'varchar', 14, None
'Auth_MDS1', 'PAN', None, 'YES', 'varchar', 19, None
'Auth_MDS1', 'EntryReason', None, 'YES', 'varchar', 1, None
'Auth_MDS1', 'DateLastUpdate', None, 'YES', 'varchar', 6, None
'Auth_MDS1', 'DE_RecordData_TimeLastUpdate', None, 'YES', 'varchar', 4, None
'Auth_MDS1', 'PINlength', None, 'YES', 'varchar', 2, None
'Auth_MDS1', 'VIPLimit', None, 'YES', 'varchar', 12, None
'Auth_MDS1', 'VIPCurrencyCode', None, 'YES', 'char', 3, None
'Auth_MDS1', 'PurgeDate', None, 'YES', 'varchar', 6, None
'Auth_MDS1', 'AuthAgentInstitutionIdCode', None, 'YES', 'varchar', 11, None
'Auth_MDS1', 'AdditionalRecordData', None, 'YES', 'varchar', 999, None
'Auth_MDS1', 'ReservedFutureDefinition123', None, 'YES', 'varchar', 999, None
'Auth_MDS1', 'HealthcareProviderID', None, 'YES', 'char', 9, None
'Auth_MDS1', 'ServiceTypeCode', None, 'YES', 'varchar', 2, None
'Auth_MDS1', 'PayerIDCarrierID', None, 'YES', 'varchar', 6, None
'Auth_MDS1', 'ApprovalRejectReasonCode', None, 'YES', 'varchar', 2, None
'Auth_MDS1', 'HealthCareProvID2', None, 'YES', 'varchar', 9, None
'Auth_MDS1', 'ServiceTypeCode2', None, 'YES', 'varchar', 2, None
'Auth_MDS1', 'PayerIDCarrierID2', None, 'YES', 'varchar', 6, None
'Auth_MDS1', 'AppOrRejReasonCode2', None, 'YES', 'varchar', 2, None
'Auth_MDS1', 'HealthCareProvID3', None, 'YES', 'char', 9, None
'Auth_MDS1', 'ServiceTypeCode3', None, 'YES', 'varchar', 2, None
'Auth_MDS1', 'PayerIDCarrierID3', None, 'YES', 'varchar', 6, None
'Auth_MDS1', 'AppOrRejReasonCode3', None, 'YES', 'varchar', 2, None
'Auth_MDS1', 'HealthCareProvID4', None, 'YES', 'varchar', 9, None
'Auth_MDS1', 'ServiceTypeCode4', None, 'YES', 'varchar', 2, None
'Auth_MDS1', 'PayerIDCarrierID4', None, 'YES', 'varchar', 6, None
'Auth_MDS1', 'AppOrRejReasonCode4', None, 'YES', 'varchar', 2, None
'Auth_MDS1', 'HealthCareProvID5', None, 'YES', 'char', 9, None
'Auth_MDS1', 'ServiceTypeCode5', None, 'YES', 'varchar', 2, None
'Auth_MDS1', 'PayerIDCarrierID5', None, 'YES', 'varchar', 6, None
'Auth_MDS1', 'AppOrRejReasonCode5', None, 'YES', 'varchar', 2, None
'Auth_MDS1', 'ResFutDef125', None, 'YES', 'varchar', 999, None
'Auth_MDS1', 'MDSPrivateData1', None, 'YES', 'varchar', 10, None
'Auth_MDS1', 'CrossBorderTxnIndicator', None, 'YES', 'varchar', 1, None
'Auth_MDS1', 'CurrencyIndicator', None, 'YES', 'varchar', 1, None
'Auth_MDS1', 'FraudScore', None, 'YES', 'varchar', 3, None
'Auth_MDS1', 'FraudRiskIndicator', None, 'YES', 'varchar', 6, None
'Auth_MDS1', 'MDSPrivateData2', None, 'YES', 'varchar', 26, None
'Auth_MDS1', 'PrivateUse127', None, 'YES', 'varchar', 100, None
'Auth_MDS1', 'MerchantName', None, 'YES', 'varchar', 25, None
'Auth_MDS1', 'ATMTerminalLoc', None, 'YES', 'varchar', 13, None
'Auth_MDS1', 'LifeCycleIndicator', None, 'YES', 'varchar', 99, None
'Auth_MDS1', 'SecurityConditiion', None, 'YES', 'char', 1, None
'Auth_MDS1', 'AdviceDetailText', None, 'YES', 'varchar', 53, None
'Auth_MDS1', 'MAC', None, 'YES', 'char', 8, None
'Auth_MDS1', 'PrivateUse126', None, 'YES', 'varchar', 100, None
'Auth_MDS1', 'ECSLIndicator', None, 'YES', 'char', 7, None
'Auth_MDS1', 'FleetCardVehicleNo', None, 'YES', 'char', 6, None
'Auth_MDS1', 'FraudAssessmentScore', None, 'YES', 'char', 3, None
'Auth_MDS1', 'ReservedNationalUse57', None, 'YES', 'varchar', 999, None
'Auth_MDS1', 'ReservedNationalUse58', None, 'YES', 'varchar', 999, None
'Auth_MDS1', 'ReservedNationalUse59', None, 'YES', 'varchar', 999, None
'Auth_MDS1', 'MasterCardAssignID', None, 'YES', 'varchar', 10, None
'Auth_MDS1', 'RowCreatedDate', None, 'YES', 'datetime', None, None
'Auth_MDS1', 'Posttime_MDS1', '(getdate())', 'NO', 'datetime', None, None
'Auth_primary', 'UniqueID', None, 'YES', 'varchar', 24, None
'Auth_primary', 'GroupId', None, 'YES', 'varchar', 25, None
'Auth_primary', 'TranId', None, 'NO', 'decimal', None, 19
'Auth_primary', 'TranTime', None, 'YES', 'datetime', None, None
'Auth_primary', 'PostTime', None, 'NO', 'datetime', None, None
'Auth_primary', 'CMTTRANTYPE', None, 'YES', 'char', 8, None
'Auth_primary', 'TranRef', None, 'YES', 'decimal', None, 19
'Auth_primary', 'TxnAcctId', None, 'YES', 'int', None, 10
'Auth_primary', 'ATID', None, 'YES', 'int', None, 10
'Auth_primary', 'Reversed', None, 'YES', 'int', None, 10
'Auth_primary', 'RevTgt', None, 'YES', 'decimal', None, 19
'Auth_primary', 'TranGenBlob', None, 'YES', 'text', 2147483647, None
'Auth_primary', 'StateStatus', None, 'YES', 'char', 16, None
'Auth_primary', 'StatementDate', None, 'YES', 'datetime', None, None
'Auth_primary', 'priority', None, 'YES', 'int', None, 10
'Auth_primary', 'AccountNumber', None, 'YES', 'char', 19, None
'Auth_primary', 'CPMgroup', None, 'YES', 'int', None, 10
'Auth_primary', 'creditplanmaster', None, 'YES', 'int', None, 10
'Auth_primary', 'TxnCode_Internal', None, 'YES', 'char', 8, None
'Auth_primary', 'PostingFlag', None, 'YES', 'char', 5, None
'Auth_primary', 'PostingReason', None, 'YES', 'char', 5, None
'Auth_primary', 'PostingRef', None, 'YES', 'varchar', 128, None
'Auth_primary', 'BatchAcctId', None, 'YES', 'int', None, 10
'Auth_primary', 'RejectBatchAcctId', None, 'YES', 'int', None, 10
'Auth_primary', 'ARTxnType', None, 'YES', 'char', 4, None
'Auth_primary', 'TxnSource', None, 'YES', 'char', 4, None
'Auth_primary', 'PaymentCreditFlag', None, 'YES', 'char', 4, None
'Auth_primary', 'AuthStatus', None, 'YES', 'char', 5, None
'Auth_primary', 'PrimaryCurrencyCode', None, 'YES', 'char', 25, None
'Auth_primary', 'SecondaryCurrencyCode', None, 'YES', 'char', 25, None
'Auth_primary', 'TertiaryCurrencyCode', None, 'YES', 'char', 25, None
'Auth_primary', 'tranorig', None, 'YES', 'decimal', None, 19
'Auth_primary', 'PrimaryAccountNumber', None, 'YES', 'varbinary', 100, None
'Auth_primary', 'ProcCode', None, 'YES', 'char', 2, None
'Auth_primary', 'ProcCodeFromAccType', None, 'YES', 'char', 2, None
'Auth_primary', 'ProcCodeToAccType', None, 'YES', 'char', 2, None
'Auth_primary', 'TransactionAmount', None, 'YES', 'money', None, 19
'Auth_primary', 'TransmissionDateTime', None, 'YES', 'datetime', None, None
'Auth_primary', 'SystemTraceAuditNumber', None, 'YES', 'char', 6, None
'Auth_primary', 'TimeLocalTransaction', None, 'YES', 'datetime', None, None
'Auth_primary', 'DateLocalTransaction', None, 'YES', 'datetime', None, None
'Auth_primary', 'ExpirationDate', None, 'YES', 'datetime', None, None
'Auth_primary', 'CaptureDate', None, 'YES', 'datetime', None, None
'Auth_primary', 'MerchantType', None, 'YES', 'char', 6, None
'Auth_primary', 'CardDataEntryMode', None, 'YES', 'char', 2, None
'Auth_primary', 'AcquiringInsitutionIDCode', None, 'YES', 'varchar', 11, None
'Auth_primary', 'RetrievalReferenceNumber', None, 'YES', 'varchar', 15, None
'Auth_primary', 'AuthorizationResponseCode', None, 'YES', 'char', 6, None
'Auth_primary', 'ResponseCode', None, 'YES', 'char', 3, None
'Auth_primary', 'CardAcceptorTerminalID', None, 'YES', 'varchar', 15, None
'Auth_primary', 'CardAcceptorNameLocation', None, 'YES', 'varchar', 40, None
'Auth_primary', 'TransactionCurrencyCode', None, 'YES', 'char', 3, None
'Auth_primary', 'TxnSrcAmt', None, 'YES', 'money', None, 19
'Auth_primary', 'ApprovalCode', None, 'YES', 'char', 6, None
'Auth_primary', 'OriginalAmount_', None, 'YES', 'money', None, 19
'Auth_primary', 'ResponseMTI', None, 'YES', 'char', 4, None
'Auth_primary', 'RequestRC', None, 'YES', 'char', 3, None
'Auth_primary', 'ResponseTranType', None, 'YES', 'varchar', 16, None
'Auth_primary', 'NetworkName', None, 'YES', 'char', 2, None
'Auth_primary', 'FunctionCode', None, 'YES', 'char', 3, None
'Auth_primary', 'POSCountryCode', None, 'YES', 'char', 3, None
'Auth_primary', 'OriginalDEs', None, 'YES', 'varchar', 42, None
'Auth_primary', 'IResponseCode', None, 'YES', 'varchar', 100, None
'Auth_primary', 'CalcOTB', None, 'YES', 'money', None, 19
'Auth_primary', 'PurgeDate', None, 'YES', 'datetime', None, None
'Auth_primary', 'AcquiringInstCountryCode', None, 'YES', 'char', 3, None
'Auth_primary', 'ForwardingInstCountryCode', None, 'YES', 'char', 3, None
'Auth_primary', 'AcqTranId', None, 'YES', 'decimal', None, 19
'Auth_primary', 'AuthDecisionControlLog', None, 'YES', 'varchar', 50, None
'Auth_primary', 'CustomerId', None, 'YES', 'varchar', 25, None
'Auth_primary', 'PAN_Hash', None, 'YES', 'int', None, 10
'Auth_primary', 'CardNumber4Digits', None, 'YES', 'char', 4, None
'Auth_primary', 'TransactionLifeCycleUniqueID', None, 'YES', 'decimal', None, 19
'Auth_primary', 'TxnCategory', None, 'YES', 'varchar', 5, None
'Auth_primary', 'CoreAuthTranId', None, 'YES', 'decimal', None, 19
'Auth_primary', 'MessageIndicator', None, 'YES', 'char', 2, None
'Auth_primary', 'OutstandingAmount', None, 'YES', 'money', None, 19
'Auth_primary', 'MessageTypeIdentifier', None, 'YES', 'char', 4, None
'Auth_primary', 'PINExist', None, 'YES', 'tinyint', None, 3
'Auth_primary', 'EffectiveDate_ForAgeOff', None, 'YES', 'datetime', None, None
'Auth_primary', 'POSTermOpEnv', None, 'YES', 'char', 1, None
'Auth_primary', 'PhysicalSource', None, 'YES', 'varchar', 9, None
'Auth_primary', 'InstitutionID', None, 'YES', 'int', None, 10
'Auth_primary', 'ProductID', None, 'YES', 'int', None, 10
'Auth_primary', 'ReconciliationIndicator', None, 'YES', 'char', 3, None
'Auth_primary', 'EffectiveDate', None, 'YES', 'datetime', None, None
'Auth_primary', 'AuthMatchedFlag', None, 'YES', 'char', 5, None
'Auth_primary', 'PlusChekIndicator', None, 'YES', 'tinyint', None, 3
'Auth_primary', 'AVReqOptCode', None, 'YES', 'char', 2, None
'Auth_primary', 'CardAcceptorIdCode', None, 'YES', 'varchar', 15, None
'Auth_primary', 'ReconciliationDate', None, 'YES', 'datetime', None, None
'Auth_primary', 'MerchantNameandAddress', None, 'YES', 'varchar', 100, None
'Auth_primary', 'ReferenceID', None, 'YES', 'varchar', 20, None
'Auth_primary', 'CurrentBalance', None, 'YES', 'money', None, 19
'Auth_primary', 'TotalOutStgAuthAmt', None, 'YES', 'money', None, 19
'Auth_primary', 'AuthInitiatingTime', None, 'YES', 'datetime', None, None
'Auth_primary', 'AuthProcessedTime', None, 'YES', 'datetime', None, None
'Auth_primary', 'CrossBorderTxnIndicator', None, 'YES', 'varchar', 1, None
'Auth_primary', 'TerminalSequenceNumber', None, 'YES', 'varchar', 6, None
'Auth_primary', 'AcquiringInstitutionAcronym', None, 'YES', 'varchar', 4, None
'Auth_primary', 'VantivTransactionData', None, 'YES', 'varchar', 999, None
'Auth_primary', 'MultipleAccountData', None, 'YES', 'varchar', 999, None
'Auth_primary', 'TransactionDependentData', None, 'YES', 'varchar', 999, None
'Auth_primary', 'AdditionalRequestData', None, 'YES', 'varchar', 999, None
'Auth_primary', 'AuthType', None, 'YES', 'varchar', 20, None
'Auth_primary', 'TotalRewardPoints', None, 'YES', 'money', None, 19
'Auth_primary', 'PromotionalRewardPoints', None, 'YES', 'money', None, 19
'Auth_primary', 'TokenUniqueReference', None, 'YES', 'varchar', 48, None
'Auth_primary', 'PANUniqueReference', None, 'YES', 'varchar', 48, None
'Auth_primary', 'PaymentHash', None, 'YES', 'char', 100, None
'Auth_primary', 'TransactionUUID', None, 'YES', 'varchar', 64, None
'Auth_primary', 'TransactionLifeCycleUUID', None, 'YES', 'varchar', 64, None
'Auth_primary', 'RewardEligibleAmount', None, 'YES', 'money', None, 19
'Auth_primary', 'RetailTranId', None, 'YES', 'decimal', None, 19
'Auth_primary', 'RetailFlag', None, 'YES', 'tinyint', None, 3
'Auth_primary', 'PlanUUID', None, 'YES', 'varchar', 64, None
'Auth_primary', 'MerchantID', None, 'YES', 'varchar', 15, None
'Auth_primary', 'DateTime', None, 'YES', 'datetime', None, None
'Auth_primary', 'RequestId', None, 'YES', 'varchar', 64, None
'Auth_primary', 'CurrencyCode', None, 'YES', 'varchar', 25, None
'Auth_primary', 'MerchantCategoryCode', None, 'YES', 'varchar', 4, None
'Auth_primary', 'MerchantCategoryName', None, 'YES', 'varchar', 22, None
'Auth_primary', 'MerchantCity', None, 'YES', 'varchar', 13, None
'Auth_primary', 'MerchantZip', None, 'YES', 'varchar', 20, None
'Auth_primary', 'MerchantState', None, 'YES', 'varchar', 3, None
'Auth_primary', 'MerchantConfidence', None, 'YES', 'varchar', 2, None
'Auth_primary', 'FraudBlob', None, 'YES', 'varchar', 2000, None
'Auth_primary', 'PlanId', None, 'YES', 'char', 19, None
'Auth_primary', 'OTBReleaseAmount', None, 'YES', 'money', None, 19
'Auth_primary', 'OTBReleaseAllRemaining', None, 'YES', 'tinyint', None, 3
'Auth_primary', 'MonthlyPaymentAmount', None, 'YES', 'money', None, 19
'Auth_primary', 'ExpirationDateTime', None, 'YES', 'datetime', None, None
'Auth_primary', 'ReverseRewards', None, 'YES', 'tinyint', None, 3
'Auth_primary', 'ReverseMDR', None, 'YES', 'tinyint', None, 3
'Auth_primary', 'OrderNumber', None, 'YES', 'varchar', 36, None
'Auth_primary', 'OtbAmountHeld', None, 'YES', 'money', None, 19
'Auth_primary', 'RetailInvoiceNumber', None, 'YES', 'char', 64, None
'Auth_primary', 'InstallmentOutStgAmt', None, 'YES', 'money', None, 19
'Auth_primary', 'CreditOutStgAmt', None, 'YES', 'money', None, 19
'Auth_primary', 'RetailTransmissionDateTime', None, 'YES', 'datetime', None, None
'Auth_primary', 'RetailGroupId', None, 'YES', 'varchar', 64, None
'Auth_primary', 'RmaMerchantName', None, 'YES', 'varchar', 64, None
'Auth_primary', 'RmaMerchantCity', None, 'YES', 'char', 32, None
'Auth_primary', 'RmaMerchantState', None, 'YES', 'varchar', 32, None
'Auth_primary', 'CompletionAmount', None, 'YES', 'money', None, 19
'Auth_primary', 'XRequestID', None, 'YES', 'varchar', 64, None
'Auth_primary', 'OverSpend', None, 'YES', 'tinyint', None, 3
'Auth_primary', 'SpendAmount', None, 'YES', 'money', None, 19
'Auth_primary', 'RemainingMonthlySpendLimit', None, 'YES', 'money', None, 19
'Auth_primary', 'ClientId', None, 'YES', 'varchar', 50, None
'Auth_primary', 'OrgCoreAuthTranID', None, 'YES', 'decimal', None, 19
'Auth_primary', 'UniqueTransactionUUID', None, 'YES', 'varchar', 64, None
'Auth_primary', 'TokenUUID', None, 'YES', 'varchar', 64, None
'Auth_primary', 'RowChangedDate', None, 'YES', 'datetime', None, None
'Auth_primary', 'RowCreatedDate', None, 'YES', 'datetime', None, None
'Auth_primary_old', 'UniqueID', None, 'YES', 'varchar', 24, None
'Auth_primary_old', 'GroupId', None, 'YES', 'varchar', 25, None
'Auth_primary_old', 'TranId', None, 'NO', 'decimal', None, 19
'Auth_primary_old', 'TranTime', None, 'YES', 'datetime', None, None
'Auth_primary_old', 'PostTime', None, 'YES', 'datetime', None, None
'Auth_primary_old', 'CMTTRANTYPE', None, 'YES', 'char', 8, None
'Auth_primary_old', 'TranRef', None, 'YES', 'decimal', None, 19
'Auth_primary_old', 'TxnAcctId', None, 'YES', 'int', None, 10
'Auth_primary_old', 'ATID', None, 'YES', 'int', None, 10
'Auth_primary_old', 'Reversed', None, 'YES', 'int', None, 10
'Auth_primary_old', 'RevTgt', None, 'YES', 'decimal', None, 19
'Auth_primary_old', 'TranGenBlob', None, 'YES', 'text', 2147483647, None
'Auth_primary_old', 'StateStatus', None, 'YES', 'char', 16, None
'Auth_primary_old', 'StatementDate', None, 'YES', 'datetime', None, None
'Auth_primary_old', 'priority', None, 'YES', 'int', None, 10
